h_3_0,h_3_1,h_3_2,h_3_3
5.403161e-05,0.9410665,0.033204854,0.023176253
0.033926874,0.02297765,5.4836273e-05,0.94041383
0.9532969,3.5852194e-05,0.02983588,0.024314195
5.0723553e-05,0.94248176,0.9568435,3.412366e-05
0.02923423,0.024744213,0.9533199,3.5315752e-05
0.031265557,0.023635,0.0306983,0.02408263
0.033619255,0.023196131,5.349517e-05,0.94178826
5.0723553e-05,0.94250107,0.9570384,3.4034252e-05
5.3703785e-05,0.941373,0.03368187,0.022843659
0.03076008,0.024029672,0.030728906,0.02405873
5.376339e-05,0.9413345,0.033750296,0.022796184
4.9859285e-05,0.9434951,0.95691574,3.4093857e-05
0.9501639,3.7521124e-05,0.9507433,3.671646e-05
0.032547474,0.02397114,5.596876e-05,0.9392767
0.9499535,3.7670135e-05,0.9507482,3.671646e-05
0.028819859,0.025103629,0.95365775,3.5077333e-05
0.9526627,3.6895275e-05,0.029692918,0.0243074
5.313754e-05,0.9419948,0.03315854,0.023212314
5.8412552e-05,0.937817,5.5998564e-05,0.94024897
0.03321457,0.023033082,5.2571297e-05,0.9411639
5.2660704e-05,0.94245064,0.033667892,0.022854537
5.081296e-05,0.94244325,0.95694584,3.4064054e-05
0.02876234,0.025155425,0.9533442,3.5315752e-05
5.6743622e-05,0.9394997,5.7160854e-05,0.9391414
5.26309e-05,0.9417231,0.033922315,0.022798985
0.030766547,0.024829865,0.031866968,0.02371654
0.03352818,0.023260534,5.349517e-05,0.94179314
0.030549198,0.024196923,0.031410336,0.023527533
0.9561233,3.4838915e-05,5.1170588e-05,0.9416137
0.94993997,3.7789345e-05,0.95063215,3.6746264e-05
0.029685646,0.024834126,0.95435554,3.552437e-05
0.030372947,0.024675578,0.03146535,0.02336356
5.5104494e-05,0.9399353,0.033772618,0.022776812
0.031197757,0.023687959,0.030587405,0.0241718
5.5104494e-05,0.9390973,0.03387904,0.022823215
0.9530473,3.6120415e-05,0.029805183,0.024340302
0.032779336,0.02334252,5.51939e-05,0.9383693
0.94974977,3.787875e-05,0.950511,3.6925077e-05
0.030835241,0.024773479,0.031930476,0.02366823
0.9528044,3.6805868e-05,0.029812098,0.024208099
0.03083846,0.024297893,0.031321317,0.023473144
0.031153142,0.024184138,0.03140539,0.024198085
5.567074e-05,0.9406879,5.8442354e-05,0.93782616
0.031102777,0.023759454,0.03146547,0.023484856
0.03038451,0.024666369,0.0313316,0.023465246
0.028889328,0.025042146,0.95366824,3.5077333e-05
5.0753355e-05,0.94247913,0.95674443,3.424287e-05
5.5730343e-05,0.94056225,5.698204e-05,0.93931985
0.9570483,3.4093857e-05,5.1230192e-05,0.94154567
0.03132984,0.02437821,0.03136155,0.024104357
0.95364463,3.5613775e-05,0.029218823,0.024835855
0.95599616,3.4987926e-05,5.1140785e-05,0.94168127
0.033357203,0.023380607,5.4508448e-05,0.9406661
0.031396538,0.02432537,0.031416982,0.024060756
5.6296587e-05,0.94006044,5.6028366e-05,0.9402406
0.03118354,0.023698658,0.030655086,0.02411756
0.03346905,0.023298353,5.4717064e-05,0.9405763
0.03297785,0.023201168,5.3614378e-05,0.94005245
0.95013976,3.758073e-05,0.9508667,3.6597252e-05
