h_5_0,h_5_1
-0.9999637,0.94677025
0.99999547,-0.6929566
0.99999505,-0.6866807
-0.999991,0.9605319
0.9999999,-0.9999931
-0.99999994,0.98870516
-1.0,0.99102867
1.0,-0.8620546
0.9999998,-0.99999493
-0.9999999,0.9865989
-1.0,0.9912803
0.9999998,-0.86010075
-1.0,0.9914891
0.9999964,-0.9999483
0.91614634,-0.97217256
-1.0,0.9930371
0.99999547,-0.6923977
-0.9999962,0.9672016
-0.99998987,0.95971537
0.9999641,-0.5538641
-1.0,0.9891344
0.9999999,-0.8672737
1.0,-0.8491092
-1.0,0.9930342
-0.99999994,0.98726344
0.99999994,-0.8790083
0.99999976,-0.84465957
-1.0,0.9929517
0.9999933,-0.999926
-1.0,0.99226665
-1.0,0.9931606
0.99999994,-0.8758752
0.9999955,-0.69414824
-0.99999344,0.96327084
-0.9999936,0.9634355
0.99996454,-0.5547527
-0.99999994,0.98849136
0.99999994,-0.8697955
0.9999999,-0.856276
-1.0,0.99292576
-0.9999998,0.98635894
0.99999994,-0.88004416
1.0,-0.8538212
-1.0,0.9927788
0.9999934,-0.9999261
-1.0,0.99225825
-1.0,0.99316365
1.0,-0.87401134
-0.9999933,0.96316296
0.99996203,-0.5497956
0.99996465,-0.55517334
-0.99944097,0.90451515
0.9999999,-0.8622368
-1.0,0.9931061
-1.0,0.9930148
0.9999996,-0.79609334
0.99999994,-0.8773103
-1.0,0.9925944
-1.0,0.992911
0.99999994,-0.8756722
-1.0,0.9926997
0.9999998,-0.8835882
1.0,-0.86230206
-1.0,0.9932795
0.9999986,-0.9999689
-1.0,0.98975116
-1.0,0.991404
1.0,-0.8636861
-1.0,0.99251616
0.9999229,-0.99964976
0.6727187,-0.933383
-1.0,0.99295235
-1.0,0.9924324
0.99998003,-0.9998525
0.61167103,-0.92534137
-1.0,0.99301386
-1.0,-0.98351556
-1.0,0.98913264
-1.0,0.99130714
0.999164,-0.99838096
-1.0,0.9903951
0.9999999,-0.86213756
0.9999999,-0.8469874
-1.0,0.9929077
0.99977034,-0.9993222
-1.0,0.9923803
-1.0,0.99312544
1.0,-0.88122344
0.99993485,-0.999697
-1.0,0.9922919
-1.0,0.99315894
1.0,-0.87806785
-1.0,0.99173504
0.9999893,-0.99989295
0.61343384,-0.92483884
-1.0,0.9931826
-1.0,0.9897667
0.9999999,-0.86583716
0.9999998,-0.8553195
-1.0,0.9927662
0.99973804,-0.99924856
-1.0,0.9923733
-1.0,0.9931224
0.9999998,-0.880595
0.9999336,-0.9996889
-1.0,0.99226457
-1.0,0.9931564
0.9999998,-0.87709254
-1.0,0.9918558
0.99997365,-0.99977744
0.60128707,-0.92170393
-1.0,0.9931852
0.9999999,-0.85074943
-1.0,0.9931001
-1.0,0.9929479
0.9999992,-0.7816914
-1.0,0.99279875
1.0,-0.8839354
0.99999994,-0.8754661
-1.0,0.99327
-1.0,0.9927428
1.0000001,-0.8841395
0.9999998,-0.86808705
-1.0,0.99327517
0.9998324,-0.9994177
-1.0,0.9928529
-1.0,0.99325967
0.9999996,-0.79151034
1.0,-0.9999926
-1.0,0.98879784
-1.0,0.99098325
0.99999994,-0.8703114
-1.0,0.99157107
0.99999106,-0.99991035
0.94431674,-0.9783649
-1.0,0.99297863
-1.0,0.9915376
0.9999963,-0.99994636
0.90639615,-0.97020894
-1.0,0.9930363
-1.0,-0.98415214
-1.0,0.9899267
-1.0,0.99111855
0.99887913,-0.99808204
-1.0,0.9892316
1.0,-0.8727353
0.9999998,-0.8624679
-1.0,0.99301153
0.9999848,-0.9998771
-1.0,0.9923638
-1.0,0.9931265
0.9999998,-0.8809439
0.9999925,-0.99992
-1.0,0.992281
-1.0,0.9931598
0.99999994,-0.8775909
-1.0,0.99131846
