h_6_0,h_6_1
1.0,3.108867e-11
5.4702888e-11,1.0
1.0,9.243874e-11
6.677061e-11,1.0
5.118621e-11,1.0
1.0,3.1363533e-11
6.3907206e-11,1.0
1.0,4.9112103e-11
1.0,4.3034028e-11
5.0614967e-11,1.0
2.5835724e-11,1.0
4.1276867e-11,1.0
4.10538e-11,1.0
3.8640105e-11,1.0
2.688474e-11,1.0
1.0,8.81922e-11
3.0520815e-11,1.0
1.0,5.553636e-11
1.0,3.622163e-11
4.1888992e-11,1.0
1.0204379e-10,1.0
1.0,3.0817276e-11
1.0,3.0686006e-11
2.5756116e-11,1.0
4.3759513e-11,1.0
1.0,3.8208152e-11
2.7209847e-11,1.0
6.0185114e-11,1.0
1.0,4.1051922e-11
4.1343918e-11,1.0
1.0,3.129559e-11
3.848829e-11,1.0
1.0,5.0271107e-11
1.0,4.1111003e-11
5.6997667e-11,1.0
4.0207414e-11,1.0
4.3393723e-11,1.0
1.0,3.5823747e-11
5.5212536e-11,1.0
3.9998595e-11,1.0
5.882727e-11,1.0
1.0,3.1594272e-11
5.27103e-11,1.0
1.0,1.06378274e-10
4.5140752e-11,1.0
4.3415993e-11,1.0
1.0,1.11924074e-10
5.0377747e-11,1.0
2.677298e-11,1.0
1.0,5.955398e-11
1.0,4.7408542e-11
1.0,4.9606267e-11
1.0,3.1050804e-11
1.0,3.3182398e-11
1.0,4.117221e-11
1.0,3.4700777e-11
1.0,4.487746e-11
4.2733272e-11,1.0
1.0,3.2014287e-11
4.0936983e-11,1.0
2.7029478e-11,1.0
4.7268682e-11,1.0
1.0,3.9860896e-11
4.4047155e-11,1.0
1.0,3.1658034e-11
4.101756e-11,1.0
1.0,3.8465904e-11
1.0,5.746695e-11
1.0,6.755279e-11
1.0,3.2023082e-11
5.108936e-11,1.0
7.606864e-11,1.0
1.0,3.2791683e-11
1.0,3.6947945e-11
4.698482e-11,1.0
1.0,3.5966428e-11
1.0,5.4736705e-11
1.0,6.163317e-11
4.678138e-11,1.0
4.194672e-11,1.0
2.9647312e-11,1.0
1.0,3.799667e-11
2.8151008e-11,1.0
4.6584247e-11,1.0
1.0,5.8267585e-11
4.94075e-11,1.0
4.802826e-11,1.0
1.0,3.3290166e-11
3.8086933e-11,1.0
2.7491969e-11,1.0
5.5135712e-11,1.0
1.0,4.5238497e-11
4.1378474e-11,1.0
1.0,5.195649e-11
1.0,3.239395e-11
1.0,3.9645863e-11
1.0,4.1314754e-11
4.113077e-11,1.0
1.0,4.963154e-11
7.930734e-11,1.0
1.0,3.1153195e-11
1.0,3.597521e-11
2.8512793e-11,1.0
8.210999e-11,1.0
1.0,3.282347e-11
2.7117522e-11,1.0
6.0913725e-11,1.0
1.0,3.9751945e-11
1.0,5.2775694e-11
1.0,3.791913e-11
3.2005926e-11,1.0
1.0,6.6216005e-11
1.0,4.9624437e-11
4.1291276e-11,1.0
1.0,5.6033785e-11
4.1483338e-11,1.0
4.2137165e-11,1.0
1.0,3.1897263e-11
3.008227e-11,1.0
1.0,4.3471594e-11
3.960331e-11,1.0
1.0,3.0653365e-11
2.6292529e-11,1.0
1.0,5.8318066e-11
3.188443e-11,1.0
2.699398e-11,1.0
2.9012006e-11,1.0
4.2276113e-11,1.0
4.7127073e-11,1.0
1.0,3.2021434e-11
1.0,5.8567866e-11
5.6501814e-11,1.0
3.097249e-11,1.0
1.0,3.838287e-11
1.0,3.4902435e-11
4.6956328e-11,1.0
1.0,3.6315086e-11
4.234358e-11,1.0
4.1995633e-11,1.0
1.0,5.5833324e-11
2.85073e-11,1.0
1.0,6.89418e-11
1.0,6.173188e-11
2.7567422e-11,1.0
1.0,3.2922724e-11
1.0,3.5798066e-11
3.9290696e-11,1.0
1.0,4.7284912e-11
6.6898216e-11,1.0
1.0,3.6584555e-11
