h_4_0,h_4_1
0.0003052296,0.9996948
0.35700116,0.6429989
1.5260492e-05,0.99998474
3.2582193e-07,0.99999964
7.317797e-05,0.9999268
2.4814839e-05,0.9999752
9.055552e-06,0.99999094
1.5548998e-05,0.9999845
3.6775436e-06,0.9999963
4.388452e-05,0.99995613
0.0022020233,0.99779797
6.955395e-08,0.9999999
1.1069378e-06,0.9999989
0.99976164,0.00023841394
7.4180726e-08,0.9999999
4.3038446e-07,0.9999995
9.884579e-06,0.9999901
0.00053432345,0.99946564
7.712073e-05,0.9999229
1.09895755e-05,0.99998903
3.940637e-06,0.99999607
2.7197284e-05,0.9999728
1.8395376e-07,0.99999976
5.559198e-08,1.0
4.8220267e-07,0.9999995
3.3474465e-05,0.9999665
0.9993543,0.0006456523
5.5228298e-05,0.9999448
2.9525127e-06,0.999997
6.159093e-06,0.9999938
0.0002396311,0.9997603
1.2224344e-06,0.9999988
7.2832984e-07,0.9999993
2.5054074e-05,0.99997497
6.0516304e-06,0.9999939
2.649067e-05,0.99997354
2.4262195e-05,0.9999757
1.4427262e-06,0.99999857
5.064788e-08,1.0
1.9013744e-06,0.9999981
1.7093512e-07,0.9999999
6.004051e-07,0.9999994
1.0880901e-05,0.99998915
1.3312507e-05,0.99998665
0.72569764,0.27430242
4.964506e-07,0.9999995
0.9992537,0.0007463109
4.5135312e-07,0.9999995
1.741895e-06,0.9999982
8.624257e-08,0.9999999
0.2951606,0.7048394
6.9937225e-05,0.99993
6.907664e-05,0.999931
8.00945e-07,0.99999917
7.038383e-05,0.99992967
3.7692118e-08,1.0
1.3307556e-05,0.99998665
2.3111938e-06,0.99999774
4.644928e-07,0.9999995
3.5481963e-07,0.99999964
0.83578527,0.16421473
2.921562e-06,0.999997
2.4581393e-06,0.9999975
1.2555158e-08,1.0
0.0012380454,0.998762
9.582409e-07,0.99999905
1.0247924e-06,0.9999989
0.906038,0.093961984
2.5597673e-08,1.0
0.0017157438,0.9982843
3.4912182e-07,0.99999964
9.726591e-07,0.99999905
1.5445117e-07,0.9999999
2.9460598e-05,0.99997056
1.7101436e-07,0.9999999
9.558523e-07,0.99999905
0.016181253,0.9838187
2.792317e-07,0.99999976
3.0821382e-05,0.9999691
0.76911104,0.23088898
5.1289595e-07,0.9999995
6.666584e-07,0.9999993
0.00016918057,0.99983084
5.6589215e-06,0.9999944
3.521649e-06,0.9999964
5.658618e-07,0.9999994
7.1946e-06,0.99999285
0.00021065115,0.9997894
7.732633e-09,1.0
1.0560993e-06,0.9999989
2.851165e-07,0.99999976
0.10802854,0.89197147
1.6540566e-08,1.0
3.5076945e-07,0.99999964
0.982998,0.017001998
2.6887274e-06,0.99999726
0.014823945,0.9851761
0.938744,0.061255984
1.6038967e-06,0.99999845
2.0847505e-05,0.99997914
2.3691246e-06,0.9999976
3.5503456e-07,0.99999964
2.582671e-05,0.99997413
0.24963112,0.7503689
0.004092963,0.99590707
5.258376e-07,0.9999995
0.50570965,0.4942904
5.090288e-07,0.9999995
4.3565498e-07,0.9999995
3.721878e-05,0.9999628
4.7934072e-06,0.99999523
4.863824e-06,0.9999951
5.6072724e-05,0.999944
3.594015e-05,0.9999641
0.9940806,0.005919357
5.5366654e-06,0.9999945
3.3921245e-07,0.99999964
9.7875606e-08,0.9999999
0.97115606,0.028843898
0.050157856,0.94984215
7.5137496e-07,0.9999993
8.358024e-08,0.9999999
1.0631555e-05,0.9999894
5.9279562e-05,0.99994075
1.4486022e-06,0.99999857
0.28001532,0.7199847
1.043479e-06,0.9999989
